Names,Ratings,Reviews,Basic Info,Services,Basic Info2,Description
MRF Tyres,3.7,2.1kReviews),"Public, Chennai,Tamil Nadu + 160 more, 76 years old, 10k-50k Employees (India)","Manufacturing, Plastics / Rubber, Auto Components, Conglomerate, Fortune India 500, Public, Chennai,Tamil Nadu","About, Reviews 2.1k, Salaries 10.1k, Interviews 129, Jobs 11","The MRF story is a truly remarkable one. What started as a rubber balloon factory with a funding of Rs.14, 000 way back in the 40’s is now a multibillion legacy that produces quality tyres used all around India & internationally along with a presence in paints & coats, toys, motorsports and cricket training."
Bajaj Electrical...,4.1,1.9kReviews),"Public, Mumbai,Maharashtra + 166 more, 84 years old, 5k-10k Employees (India)","Industrial Machinery, Manufacturing, Electronics, Education & Training, Electrical Equipment, Fortune India 500, Public, Mumbai,Maharashtra","About, Reviews 1.9k, Salaries 8.2k, Interviews 67, Jobs 55","Bajaj Electricals Limited (BEL), a globally renowned and trusted company, with a turnover of ₹6,744 crores (FY 18-19), is a part of ""Bajaj Group"". Bajaj Electricals business is spread across – Consumer Products (Appliances, Fans, Lighting), Exports, and EPC (Illumination, Transmission Towers and Power Distribution). Bajaj Electricals has 20 branch offices spread in different parts of the country besides being supported by a chain of distributors, authorised dealers, retail outlets, exclusive showrooms called ‘Bajaj World’ and approximately 500 customer care centres. We also have a presence in premium home appliances and cookware segments with brands like Morphy Richards and Nirlep.But to know Bajaj Electricals, one must understand our core principles. We get our Gandhian set of values by our founding father - Jamnalal Bajaj. While walking towards the future, our current leaders aim to carry forward his legacy . “Inspiring Trust”, our tagline, is something that we associate with and try to fulfil in our everyday endeavours. Apart from work, we also believe in bringing about a change in our society through our philanthropic work. Our Corporate Social Responsibility (CSR) division strongly rests on sustainability, gender diversity, employee volunteering and community outreach programmes."
Conduent,3.6,1.9kReviews),"Private, Florham Park,New Jersey + 18 more, 5 years old, 5k-10k Employees (India)","Analytics & KPO, BPO, IT Services & Consulting","About, Reviews 1.9k, Salaries 17.1k, Interviews 81, Jobs 52","Conduent delivers mission-critical services and solutions on behalf of businesses and governments – creating exceptional outcomes for its clients and the millions of people who count on them. Through process, technology, and our diverse and dedicated associates, Conduent solutions and services automate workflows, improve efficiencies, reduce costs, and enable revenue growth. It’s why most Fortune 100 companies and over 500 government entities depend on Conduent every day to manage their essential interactions and move their operations forward.Conduent’s differentiated services and solutions improve experiences for millions of people every day, including three out of every four U.S. insured patients, 10 million employees who use its HR Services, and nearly 18 million benefits recipients. Conduent’s solutions deliver exceptional outcomes for its clients including $16 billion in savings from medical bill review of workers compensation claims, up to 40% efficiency increase in HR operations, up to 27% reduction in government benefits costs, up to 40% improvement in finance, accounting and procurement expense, and improved customer service interaction times by up to 20% with higher end-user satisfaction."
Team Lease,4.0,1.9kReviews),"Public, Bangalore/Bengaluru,Karnataka + 210 more, 6 years old, 1k-5k Employees (India)","Recruitment, Fortune India 500, Public, Bangalore/Bengaluru,Karnataka","About, Reviews 1.9k, Salaries 12k, Interviews 81, Jobs 104","TeamLease Services is one of India’s leading human resource companies offering a range of solutions to 3500+ employers for their hiring, productivity and scale challenges. A Fortune India 500 company listed on the NSE & BSE, Teamlease has hired 17 lac people over the last 17 years and has 2 lac+ open jobs everyday. One of India’s fastest growing employers, Teamlease also operates India’s first Vocational University and India’s fastest growing PPP National Apprenticeship Program. The company offers solutions to large, medium and small clients across the 3Es of employment (1.5 lac+ employees), employability (2 lac+ students) and Ease-of-doing Business (1000+ employers).The Company in partnership with the Government of Gujarat set up TeamLease Skills University (TLSU), India’s first vocational university, at Vadodara. In FY2015, TeamLease rolled out NETAP (National Employability through Apprenticeship Program) to provide on-the-job training to apprentices. The company at present has nearly 2,00,000 associates/trainees spread across the country in 6,600+ locations and has till date given employment to 1.7+ million people with an aim to hire millions more.At TeamLease, we believe the 3E (Employment, Employability and Ease of Doing Business) opportunity model is the foundation for our sustainable growth. We have aligned our strategies to capitalize on the opportunities rising around these three fundamentals."
Maersk,4.4,2.4kReviews),"Private, Copenhagen + 22 more, 118 years old, 10k-50k Employees (India)","Logistics / Shipping, Logistics, Ports & Shipping","About, Reviews 2.4k, Salaries 12.9k, Interviews 49, Jobs 141","A.P. Moller - Maersk is an integrated container logistics company and member of the A.P. Moller Group. Connecting and simplifying trade to help our customers grow and thrive. With a dedicated team of over 80.000, operating in 130 countries; we go all the way to enable global trade for a growing world.A.P. Moller - Maersk is committed to ensuring that our business practices are safe, responsible, and transparent, in accordance with our Core Values and the principles of the UN Global Compact on human rights, labour rights, environment and anti-corruption, and contributing to the UN Sustainable Development Goals.A.P. Moller - Maersk has a storied past, and we are proud of our long history. Our history is part of our platform for future success and thus intimately linked to our present activities and future goals."
24/7 Customer,3.6,1.9kReviews),"Private, San Jose,California + 22 more, 22 years old, 5k-10k Employees (India)","Internet, Analytics & KPO, IT Services & Consulting, Software Product","About, Reviews 1.9k, Salaries 14.2k, Interviews 109, Jobs 43","[24]7.ai is redefining the way companies interact with consumers. Using artificialintelligence and machine learning to understand consumer intent, the company’stechnology helps companies create a personalized, predictive, and effortless customer experience across all channels. The world’s largest and most recognizable brands are using intent-driven engagement from [24]7.ai to assist several hundred million visitors annually, through more than 1.5 billion conversations, most of which are automated. The result is an order of magnitude improvement in digital adoption, customer satisfaction, and revenue growth."
Titan Company,4.4,2.7kReviews),"Public, Mumbai,Maharashtra + 124 more, 4 years old, 5k-10k Employees (India)","Consumer goods, Internet, Retail, Other, Fortune India 500, Public","About, Reviews 2.7k, Salaries 7.3k, Interviews 56, Jobs 59","Titan Company Limited is an Indian consumer goods company that mainly manufactures fashion accessories such as watches, jewellery and eyewear. Part of the Tata Group, the company is headquartered in Electronic City, Bangalore. It commenced operations in 1984 under the name Titan Watches Limited."
Vishal Mega Mart,3.8,1.9kReviews),"Private, Ahmedabad,Gujrat + 252 more, 14 years old, 10k-50k Employees (India)","Retail, Fashion & Textile, Ahmedabad,Gujrat","About, Reviews 1.9k, Salaries 7.5k, Interviews 77, Jobs 18","Vishal Mega Mart, one of the pioneers of retailing in India, is represented through its 322 brick and mortar stores across the length and breadth of the country. We strive to make the aspirations of our customers affordable. Having said that we do everything that can take us nearer to our goal. Our proposition -best price, best assortment and best quality makes us unique among the millions of our customers who give us a chance to service them daily. While our stores house groceries, FMCG, fashion, household, electronics among other categories, we are currently online with fashion apparel only catering to men, women & kids Fashion. Our assortments online include Jeans, t-shirts, tops, casual shirts, formal shirts, trousers, ethnic wear, active wear and many more.At myvishal.com, we encourage you to indulge yourself more on online shopping with your choices of fashion assortment for all ages. What set us apart and unique is the right pricing with no compromise in quality in its products and services. With the most friendly return policy, you can visit any of our stores across India and return your order if you are not satisfied with them.Vishal is sharply focused at the needs of consumers in Apparel, General Merchandise, Grocery and Personal Care in Tier-1, Tier-2 and Tier-3 cities and towns and is dedicated to offer the best value and choice to its millions of customers."
Jindal Steel and...,4.0,2.2kReviews),"Private, Delhi/NCR,New Delhi + 93 more, 70 years old, 5k-10k Employees (India)","Iron & Steel, Power, Conglomerate, Fortune India 500, Delhi/NCR,New Delhi","About, Reviews 2.2k, Salaries 10.8k, Interviews 115, Jobs 188","JSPL is an industrial powerhouse with a dominant presence in steel, power, mining and infrastructure sectors. Part of the US $ 22 billion OP Jindal Group, the Company is continuously scaling its capacity utilisations and efficiencies to capture opportunities for Building A Nation of Our Dreams."
KocharTech,4.4,1.9kReviews),"Private, Gurgaon/Gurugram,Haryana + 19 more, 27 years old, 1k-5k Employees (India)","IT Services & Consulting, Gurgaon/Gurugram,Haryana","About, Reviews 1.9k, Salaries 3.2k, Interviews 30, Jobs 33","KocharTech, a Technology-driven Solutions Organization, offers comprehensive solutions to address challenges for Connected Consumers. With over a decade of experience in the industry, the company specializes in designing & delivering solutions in BPM, Customer Experience Management, Knowledge Management, Device Management, M2M & IoT Solutions, and Self-care Platforms for Consumers as well as Enterprises. With its industry recognized service offerings, the company has served more than 3.5 Billion+ transactions till date, serving 5 out of top 25 Global Telecom operators, leading MVNOs, Blue Chip Organizations, Unicorn Startups & some of the Fortune 500 companies. KocharTech has been recognized by Aegis Graham Bell Awards for “The Most Innovative Mobile Enterprise Product & Solutions” and ""Outsourcing Partner of the Year 2018""​ by Times Network."
Future Retail,4.2,4.6kReviews),"Public, San Francisco,California + 192 more, 35 years old, 10k-50k Employees (India)","Internet, Retail, Fashion & Textile, Conglomerate, Fortune India 500, Public","About, Reviews 4.6k, Salaries 7.9k, Interviews 33, Jobs 2","Future Retail operates some of India’s most popular retail chains that inspires trust through innovative offerings, quality products and affordable prices that help customers achieve a better quality of life every day. We serve millions of customers in more than 400 cities in every state of the country through digital platforms and over 1500 stores that cover over 16 million square feet of retail space.Big Bazaar, our flagship chain is regularly ranked among the most trusted retail brands in the country. Our small store neighborhood retail chains, EasyDay Club and Heritage Fresh operates closer to the home of customers and offers member-customers a range of services."
Bank of America,4.4,3kReviews),"Private, Charlotte + 25 more, 24 years old, 10k-50k Employees (India)","Financial Services, Banking, MNC, Forbes Global 2000, Fortune India 500","About, Reviews 3k, Salaries 18.6k, Interviews 98, Jobs 41","At Bank of America, we have a clear purpose to help make financial lives better through the power of every connection. We fulfill this purpose through our commitment to responsible growth, which includes a focus on environmental, social and governance (ESG) leadership. Integrated across our eight lines of business — our ESG focus reflects our values, ensures we are holding ourselves accountable, presents tremendous business opportunity, and allows us to create shared success with our clients and communities.Every day, we provide unmatched convenience in the United States, serving approximately 66 million consumer and small business clients. Bank of America is a global leader in wealth management, corporate and investment banking and trading across a broad range of asset classes, serving corporations, governments, institutions and individuals around the world. The company serves clients through operations across the United States, its territories and more than 35 countries."
Huawei Technolog...,3.9,1.8kReviews),"Private, Gurgaon/Gurugram,Haryana + 88 more, 20 years old, 5k-10k Employees (India)","Manufacturing, Telecom, Engineering & Construction","About, Reviews 1.8k, Salaries 11.7k, Interviews 63, Jobs 11","Founded in 1987, Huawei is a leading global provider of information and communications technology (ICT) infrastructure and smart devices. We are committed to bringing digital to every person, home and organization for a fully connected, intelligent world. We have nearly 188,000 employees, and we operate in more than 170 countries and regions, serving more than three billion people around the world.Huawei's end-to-end portfolio of products, solutions and services are both competitive and secure. Through open collaboration with ecosystem partners, we create lasting value for our customers, working to empower people, enrich home life, and inspire innovation in organizations of all shapes and sizes. At Huawei, innovation focuses on customer needs. We invest heavily in basic research, concentrating on technological breakthroughs that drive the world forward."
RSPL Group,4.1,1.8kReviews),"Private, Mumbai,Maharashtra + 151 more, 35 years old, 1k-5k Employees (India)","Consumer goods, FMCG, Mumbai,Maharashtra","About, Reviews 1.8k, Salaries 7.4k, Interviews 45, Jobs 2","RSPL Group is a Fast Moving Consumer Goods (FMCG) diversified conglomerate committed to value for money propositions & credited with several innovations over the last 3 decades. The sagacity to weave its business around consumer needs has conferred RSPL Group with a distinct value and identity. Efficient capital structure, cutting edge technology, operational discipline, and a widespread distribution network, have together attributed to enhance RSPL Group and enabled the organization to deliver value to consumers. We have a strong presence in fabric care, personal care, and home care products for over 31 years of existence. In the laundry market, Ghari detergent (RSPL brand) is the largest brand with approx. 20% market share.The driving force at RSPL Group is to understand profound changes in product technology and consumer needs to make our brands the way consumer desires them to be. We believe that the only constant in the history of mankind is evolution and so it is our endeavor to give superior brand experience and the most superior value for consumer's money. Our undeterred pursuit for evolution has led the company to progress on the path of value during our growth."
Tractors and Far...,4.1,1.8kReviews),"Public, Chennai,Tamil Nadu + 141 more, 62 years old, 5k-10k Employees (India)","Automobile, Manufacturing, Power, Urban Transport, Public, Chennai,Tamil Nadu","About, Reviews 1.8k, Salaries 8.2k, Interviews 49, Jobs 33","TAFE – Tractors and Farm Equipment Limited, is an Indian tractor major incorporated in 1960 at Chennai, with an annual turnover of INR 10,000 Crores. The third-largest tractor manufacturer in the world and the second largest in India by volumes, TAFE sells over 180,000 tractors (domestic and international) annually. TAFE's partnership with AGCO Corporation and the Massey Ferguson brand for over 60 years is a stellar example of its commitment to building long-term relationships with its stakeholders, through fair and ethical business practices. TAFE is also a significant shareholder in AGCO Corporation, USA – a US $9.1 billion tractor and agricultural equipment manufacturer.TAFE has earned the trust of customers through its range of products that are widely acclaimed for quality and low cost of operation. A strong distribution network of over 1000 dealers effectively backs TAFE’s four iconic tractor brands – Massey Ferguson, TAFE, Eicher and the recently acquired Serbian tractor and agricultural equipment brand IMT – Industrija Mašina i Traktora. TAFE exports tractors, both in partnership with AGCO and independently, powering farms in over 100 countries which include developed countries in Europe and the Americas.Besides tractors, TAFE and its subsidiaries have diverse business interests in areas such as farm-machinery, diesel engines and gensets, agro engines, engineering plastics, gears and transmission components, batteries, hydraulic pumps and cylinders, vehicle franchises and plantationsTAFE's partnership with AGCO Corporation and the Massey Ferguson brand for over 58 years is a stellar example of its commitment to building long-term relationships with its stakeholders, through fair and ethical business practices. TAFE is also a significant shareholder in AGCO Corporation, USA – a US $9.4 billion tractor and agricultural equipment manufacturer.TAFE has earned the trust of customers through its range of products that are widely acclaimed for quality and low cost of operation. A strong distribution network of over 1000 dealers effectively backs TAFE’s four iconic tractor brands – Massey Ferguson, TAFE, Eicher and the recently acquired Serbian tractor and agricultural equipment brand IMT – Industrija Mašina i Traktora. TAFE exports tractors, both in partnership with AGCO and independently, powering farms in over 100 countries which include developed countries in Europe and the Americas.Besides tractors, TAFE and its subsidiaries have diverse business interests in areas such as farm-machinery, Diesel engines and gensets, agro engines, engineering plastics, gears and transmission components, batteries, hydraulic pumps and cylinders, vehicle franchises and plantations."
Torrent Pharmace...,4.0,1.8kReviews),"Public, Ahmedabad,Gujrat + 88 more, 51 years old, 10k-50k Employees (India)","Pharma, Fortune India 500, Public","About, Reviews 1.8k, Salaries 9.2k, Interviews 44, Jobs 6","Torrent Pharma, the flagship Company of Torrent Group is one of the leading pharma companies of the Country. The Company was a pioneer in initiating the concept of niche marketing in India and today is ranked amongst the leaders in therapeutic segment of Cardiovascular (CV) and Central Nervous System (CNS). It has also achieved significant presence in Gastro-intestinal, Diabetology, Anti-infective, Pain Management, Gynaecology and Paediatric segments. Recently we have also forayed into the therapeutic segment of Oncology and Rheumatology.Torrent Pharma's competitive advantage stems from the world-class manufacturing facilities, advanced R & D capabilities, extensive domestic network and a widespread global presence in over 40 countries.The acquisition of Elder Pharma's Indian branded business in 2013, Dermaceutical business of Zyg Pharma in 2015, API plant of Glochem Industries in 2016, women healthcare brands from Novartis and Unichem's Indian branded business along with its Sikkim Plant in 2017 strengthened Torrent Pharma's position in the Indian Pharma market.Torrent Pharma started international acquisitions in 2005 with 90 year old Heumann from Pfizer to enter the German market. Later on purchased ANDA of Monocycline from Ranbaxy for the US Market in 2015.In January 2018, Torrent also acquired Bio-Pharm, Inc. (BPI) a generic pharmaceuticals and OTC Company, based in Levittown Pennsylvania, USA, which also included a US FDA registered manufacturing facility.Torrent Pharma is committed towards “not just healthcare but lifecare.”"
Ceat Tyres,4.1,1.9kReviews),"Public, Mumbai,Maharashtra + 96 more, 64 years old, 5k-10k Employees (India)","Automobile, Industrial Machinery, Manufacturing, Auto Components, Fortune India 500, Public, Mumbai,Maharashtra","About, Reviews 1.9k, Salaries 9.3k, Interviews 67, Jobs 8","CEAT, the flagship company of RPG Enterprises, was established in 1958. Today, CEAT is one of India’s leading tyre manufacturer with a capacity of over 800 tonnes per day and has strong presence in global markets. CEAT offers the widest range of tyres to all segments and manufactures world-class tyres for: Heavy-duty Trucks and Buses, Light Commercial Vehicles, Earthmovers, Forklifts, Tractors, Trailers, Cars, Utility Vehicles, Motorcycles, Scooters as well as Auto-rickshaws. CEAT enjoys a major market share in the Truck, Light Truck and 2-wheeler segment and its tubes and flaps are renowned for their superior quality and durability."
Ekart Logistics,4.2,1.8kReviews),"Private, San Francisco,California + 404 more, 13 years old, 5k-10k Employees (India)","Internet, Logistics / Shipping, Logistics","About, Reviews 1.8k, Salaries 6.1k, Interviews 96, Jobs","India's leading logistics and supply chain arm. We started operations in 2009 as Flipkart’s in-house supply chain arm. Our consistent excellence in consumer experience, with reliable delivery and managing variability at scale, has made us the preferred partner for various businesses. You can utilise our end-to-end fulfilment services to keep your customers happy with on-time deliveries and hassle-free services."
Tata AIA Life In...,4.0,1.8kReviews),"Private, Mumbai,Maharashtra + 209 more, 21 years old, 10k-50k Employees (India)","Financial Services, Insurance, Mumbai,Maharashtra","About, Reviews 1.8k, Salaries 11.6k, Interviews 85, Jobs 134","Tata AIA Life Insurance Company Limited (Tata AIA Life Insurance) is a joint venture company, formed by Tata Sons Pvt. Ltd. and AIA Group Ltd. (AIA). Tata AIA Life Insurance combines Tata’s preeminent leadership position in India and AIA’s presence as the largest, independent listed pan-Asian life insurance group in the world spanning 18 markets in the Asia Pacific region. Tata AIA Life Insurance is also one of the leading insurers in the Indian private sector."
ITC Infotech In...,3.6,1.8kReviews),"Private, Bangalore/Bengaluru,Karnataka + 42 more, 22 years old, 5k-10k Employees (India)","IT Services & Consulting, Bangalore/Bengaluru,Karnataka","About, Reviews 1.8k, Salaries 21.6k, Interviews 130, Jobs 987","ITC Infotech is a leading global technology services and solutions provider, led by Business and Technology Consulting. ITC Infotech provides business-friendly solutions to help clients succeed and be future-ready, by seamlessly bringing together digital expertise, strong industry speciﬁc alliances, and the unique ability to leverage deep domain expertise from ITC Group businesses. The company provides technology solutions and services to enterprises across industries such as Banking & Financial Services, Healthcare, Manufacturing, Consumer Goods, Travel, and Hospitality, through a combination of traditional and newer business models, as a long-term sustainable partner.ITC Infotech is a wholly-owned subsidiary of ITC Ltd. ITC is one of India’s leading private sector companies and a diversified conglomerate with businesses spanning Consumer Goods, Hotels, Paperboards, and Packaging, Agri-Business, and Information Technology.For more information, please visit: http://www.itcinfotech.com/"
ACC,4.0,1.9kReviews),"Public, Mumbai,Maharashtra + 176 more, 86 years old, 5k-10k Employees (India)","Building Material, Engineering & Construction, Fortune India 500, Public, Mumbai,Maharashtra","About, Reviews 1.9k, Salaries 8.9k, Interviews 93, Jobs 5","ACC Limited mixes and pours a solid foundation for India. One of the country's leading manufacturers of cement and ready-mix concrete, ACC supplies its products for use in buildings, bridges, railways, and more. It also makes bulk and blended cement. Operating more than a dozen cement plants and about 30 ready-mix concrete plants, the company produces some 20 million tons of cement each year. ACC's nationwide sales, marketing, and manufacturing operations are supported by a network of more than 9,000 dealers, through which about 80% of its sales are made. Its customers are mainly located in India. The company also provides project management and engineering at cement plants abroad."
Publicis Sapien...,3.7,1.9kReviews),"Private, New York,New York + 14 more, 32 years old, 10k-50k Employees (India)","Analytics & KPO, IT Services & Consulting, Management Consulting","About, Reviews 1.9k, Salaries 24.1k, Interviews 206, Jobs 161","Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. As digital pioneers with 20,000 people and 53 offices around the globe, our experience spanning technology, data sciences, consulting and customer obsession – combined with our culture of curiosity and relentlessness – enables us to accelerate our clients’ businesses through designing the products and services their customers truly value. Publicis Sapient is the digital business transformation hub of Publicis Groupe."
RBL Bank,3.8,1.8kReviews),"Public, Mumbai,Maharashtra + 184 more, 79 years old, 10k-50k Employees (India)","Banking, Fortune India 500, Public, Mumbai,Maharashtra","About, Reviews 1.8k, Salaries 13.8k, Interviews 87, Jobs 78","RBL Bank is one of India's fastest growing private sector banks with an expanding presence across the country. The Bank offers specialized services under six business verticals namely: Corporate & Institutional Banking, Commercial Banking, Branch & Business Banking, Agri Business Banking, Development Banking and Financial Inclusion, Treasury and Financial Markets Operations. It currently services over 6.9 million customers through a network of 332 Branches, 1,013 Business Correspondent Branches (of which 228 banking outlets) and 376 ATMs spread across 23 Indian States and Union Territories."
State Street Syn...,3.8,1.8kReviews),"Private, Mumbai + 12 more, 18 years old, 501-1k Employees (India)","Financial Services, IT Services & Consulting, Mumbai","About, Reviews 1.8k, Salaries 11k, Interviews 36, Jobs","Syntel is a leading global provider of Information Technology and Knowledge Processing services. We help global enterprises evolve their core IT applications, infrastructure and business processes by leveraging intelligent automation, scaled agile development and cloud computing solutions. Our digital services enable clients to engage their customers, discover new insights, and create more connected enterprises.  Since our inception in 1980, we have been a trusted partner that clients rely on to deliver the skills, insight and guidance to propel their businesses forward."
PNB MetLife,3.7,1.8kReviews),"Private, Mumbai,Maharashtra + 246 more, 21 years old, 5k-10k Employees (India)","Financial Services, Insurance, Conglomerate, Mumbai,Maharashtra","About, Reviews 1.8k, Salaries 9.4k, Interviews 80, Jobs 13","PNB MetLife India Insurance Company Limited (PNB MetLife) is one of the leading life insurance companies in India. PNB MetLife  has as its shareholders MetLife International Holdings LLC (MIHL), Punjab National Bank Limited (PNB), Jammu & Kashmir Bank Limited (JKB), M. Pallonji and Company Private Limited and other private investors, MIHL and PNB being the majority shareholders. PNB MetLife has been present in India since 2001.PNB MetLife brings together the financial strength of a leading global life insurance provider, MetLife, Inc., and the credibility and reliability of PNB, one of India's oldest and leading nationalised banks. The vast distribution reach of PNB together with the global insurance expertise and product range of MetLife makes PNB MetLife a strong and trusted insurance provider."
Tata Teleservice...,4.2,1.8kReviews),"Public, Mumbai,Maharashtra + 150 more, 26 years old, 201-500 Employees (India)","Telecom, IT Services & Consulting, Fortune India 500, Public, Mumbai,Maharashtra","About, Reviews 1.8k, Salaries 5.3k, Interviews 22, Jobs 3","Tata Tele Business Services (TTBS), belonging to the prestigious Tata group of companies, is the country’s leading enabler of connectivity and communication solutions for businesses. With services ranging from connectivity, collaboration, cloud, security, IoT and marketing solutions, TTBS offers the largest portfolio of ICT services for businesses in India. Also, with fibre optic network running across 125,000 km., operations in over 60 cities, 1400+ partners and the largest team with 1200+ professionals, TTBS is well geared up to cater to the small, medium & large business community in India. TTBS strives to always get the best technology and services to businesses so that they can improve processes, reach customers more effectively, manage workforce more efficiently and Do Big. Focus on customer centricity and innovation has helped TTBS garner recognition from customers and peers alike."
Dabur,4.1,1.8kReviews),"Public, Ghaziabad,Uttar Pradesh + 198 more, 138 years old, 5k-10k Employees (India)","Consumer goods, FMCG, Manufacturing, Fortune India 500, Public, Ghaziabad,Uttar Pradesh","About, Reviews 1.8k, Salaries 6.8k, Interviews 84, Jobs 25","Dabur India Ltd. is one of India’s leading FMCG Companies with Revenues of over Rs 8,500 Crore & Market Capitalisation of over Rs 72,500 Crore. Building on a legacy of quality and experience of over 135 years, Dabur is today India’s most trusted name and the world’s largest Ayurvedic and Natural Health Care Company.Dabur India is also a world leader in Ayurveda with a portfolio of over 250 Herbal/Ayurvedic products. Dabur's FMCG portfolio today includes five flagship brands with distinct brand identities -- Dabur as the master brand for natural healthcare products, Vatika for premium personal care, Hajmola for digestives, Réal for fruit juices and beverages and Fem for fairness bleaches and skincare products.Dabur today operates in key consumer product categories like Hair Care, Oral Care, Health Care, Skin Care, Home Care, and food. The ayurvedic company has a wide distribution network, covering 6.7 million retail outlets with a high penetration in both urban and rural markets."
Capita,3.9,1.8kReviews),"Private, Indore,Madhya Pradesh + 16 more, 17 years old, 1k-5k Employees (India)","BPO/KPO, Consulting, BPO, Indore,Madhya Pradesh","About, Reviews 1.8k, Salaries 12.6k, Interviews 67, Jobs 18","Capita is a consulting, digital services and software business, delivering innovative solutions and simplifying the links between businesses and customers, governments and citizens.We do this by combining our talent, creativity, software, technology and innovation with sector knowledge and proven skills and expertise underpinned by our scaled operational platforms.We have over 63,000 talented, committed and engaged employees, who are essential to delivering business critical services and solutions across all our markets.We work with clients across a range of sectors, including local government, central government, education, transport, health, life and pensions, insurance, and other private sector organisations."
Kotak Mahindara ...,3.9,1.7kReviews),"Public, Mumbai,Maharashtra + 168 more, 21 years old, 10k-50k Employees (India)","Financial Services, Insurance, Conglomerate, Public, Mumbai,Maharashtra","About, Reviews 1.7k, Salaries 11.8k, Interviews 85, Jobs 82","Kotak Life has bought back its stake from Old Mutual and is no longer in a joint venture, thus making us a 100% owned subsidiary of Kotak Mahindra Bank Ltd.About Kotak Mahindra Life Insurance Company Ltd.Kotak Mahindra Life Insurance Company Ltd (Formerly known as Kotak Mahindra Old Mutual Life Insurance Ltd.) is a 100% owned subsidiary of Kotak Mahindra Bank Ltd.The company combines its international strengths and local advantages to offer its customers a wide range of innovative life insurance products thereby helping them take important financial decisions at every stage in life and stay financially independent. The company covers over 18 million lives and is one of the fastest growing insurance companies in India."
KPIT Technologie...,3.6,1.7kReviews),"Public, Pune,Maharashtra + 21 more, 32 years old, 5k-10k Employees (India)","IT Services & Consulting, Software Product, Fortune India 500, Public, Pune,Maharashtra","About, Reviews 1.7k, Salaries 16.7k, Interviews 78, Jobs 3","KPIT Technologies is a global technology company with software solutions that can help mobility companies leapfrog toward an autonomous, clean, smart, and connected future. With over 6,000 Automobelievers worldwide and by specializing in embedded software, artificial intelligence (AI), and digital solutions, KPIT Technologies enables customers to accelerate the implementation of next-generation mobility technologies. With development centers in Europe, the United States, Japan, China, Thailand, and India. KPIT Technologies works with leaders in mobility and is present where the ecosystem is transforming. For more details, visit www.kpit.com.Careers at KPIT - https://www.kpit.com/careers/Insights on the world on automotive, mobility and technology - https://www.kpit.com/insights/Latest news and updates : https://www.kpit.com/newsroom/"
Rivigo,3.8,1.7kReviews),"Private, Gurgaon,Haryana + 147 more, 8 years old, 1k-5k Employees (India)","Internet, Startup, Indian Unicorn","About, Reviews 1.7k, Salaries 8.5k, Interviews 59, Jobs 14","We are a technology company that is building the material movement pipeline of India through a globally unique innovation of relay trucking, enabled by a strong interplay of technology, data, culture and operational excellence. Our goal is making logistics human, faster, safer and cost-effective.Rivigo is solving a real and fundamental problem of truck driver shortage using a breakthrough relay model.We have been transforming the sector with our global-first driver relay model and cutting-edge technology to consistently provide unparalleled delivery times and reliability to our clients.We are solving the full range of challenges of the logistics industry using technology — be it complex problems like fuel analytics, route planning, human behaviour analysis or pure-drudgery elimination tasks like auto-alert systems and intelligent decision systems. Our technology obsession has resulted in simple, intuitive technology products gaining quick and easy adoption by the trucking ecosystem stakeholders.We are contributing to building the new India by defining the next-generation trucking industry.With accurate predictions, high levels of efficiency, simple automated operations, and a strong and pure mission, we are re-imagining logistics for India and the world."
Dilip Buildcon,4.0,1.7kReviews),"Public, Bhopal,Madhya Pradesh + 143 more, 35 years old, 10k-50k Employees (India)","Metals & Mining, Engineering & Construction, Fortune India 500, Public, Bhopal,Madhya Pradesh","About, Reviews 1.7k, Salaries 8.1k, Interviews 63, Jobs 2","From humble beginnings in 1987 to a road focused EPC leader in 2017, DBL’s journey is characterized by hard work, respect for relationships, and a drive to excel in anything they take up. They have upheld the tradition of giving their best to all projects since conception. DBL’s value-centric delivery, execution process and commitment to innovation have set the stage for the next phase of growth."
Patanjali Ayurve...,4.0,1.7kReviews),"Private, Haridwar,Uttarakhand + 219 more, 16 years old, 5k-10k Employees (India)","Beauty & Wellness, Consumer goods, FMCG, Food Processing, Manufacturing, Haridwar,Uttarakhand","About, Reviews 1.7k, Salaries 8.6k, Interviews 58, Jobs 6","Patanjali Ayurved Limited produces quality Herbomineral preparations. To monitor quality, the Divya Yog Mandir Trust and Patanjali Yog Peeth grow many endangered herbs on its farmland. The principles of Good Manufacturing Practices (GMP) are rigorously followed in the plant and Company prides itself on being environment friendly.  A high stress on quality, several quality circles and special quality circles and special project teams working on Total Quality Management (TQM) projects make quality a way of life in Patanjali Ayurved Limited. This enables Patanjali Ayurved Limited to produce herbomineral preparations with uniform levels of batch-to-batch consistency. This ensures that the customer gets the same high quality product regardless of where it is purchased."
